level_0,id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
old,ARM_1073,Armed Organization,,,,,,,ETH,Ethiopia,1073,Tigray People's Liberation Front,TPLF,Tigray Armed Combatants
old,POL_1074,Civil Society,Non-governmental Organization,Women,,,1,, ,Northern Ireland,1074,NI Women's Coalition,NIWC,Northern Ireland Women's Coalition
old,NGO_1075,Civil Society,Non-governmental Organization,Women,,,1,,SSD,South Sudan,1075,Gender Empowerment for South Sudan Organisation,,
old,NGO_1076,Civil Society,Non-governmental Organization,Women,,,1,,SSD,South Sudan,1076,Representative of Women Group-WES,WES,
old,NGO_1077,Civil Society,Non-governmental Organization,Women,,,1,,CAF,Central African Republic,1077,Women Leaders Advisory Committee,,Comité Consultatif des Femmes Leaders
old,NGO_1078,Civil Society,Non-governmental Organization,Women,,,1,,BDI,Burundi,1078,Women's Association,,
old,NGO_1079,Civil Society,Non-governmental Organization,Other,,,1,,BDI,Burundi,1079,Civil Society,,
old,NGO_1080,Civil Society,Non-governmental Organization,Women,,,1,,PNG,Papua New Guinea,1080,Women's Representative,,
old,NGO_1081,Civil Society,Non-governmental Organization,Women,,,1,, ,Kurdistan,1081,Women's Representative,,
old,NGO_1082,Civil Society,Unions,,,,1,,LBR,Liberia,1082,Press Union of Liberia,PUL,
old,NGO_1083,Civil Society,Non-governmental Organization,Other,,,1,,LBR,Liberia,1083,National Medical and Dental Association of Liberia,NMDAL,
old,NGO_1084,Civil Society,Non-governmental Organization,Other,1,1,,,LBR,Liberia,1084,Movement for Justice in Africa,MOJA,
old,NGO_1085,Civil Society,Non-governmental Organization,Youth,,,1,,LBR,Liberia,1085,Federation of Liberia Youth,FLY,
old,NGO_1086,Civil Society,Religious,,,,1,,LBR,Liberia,1086,Liberian Council of Churches,LCC,
old,NGO_1087,Civil Society,Religious,,,,1,,LBR,Liberia,1087,Muslim Council of Liberia,MCL,
old,NGO_1088,Civil Society,Non-governmental Organization,Women,,,1,,LBR,Liberia,1088,Women Development Association of Liberia,WODAL,
old,NGO_1089,Civil Society,Non-governmental Organization,Other,,,1,,SOM,Somalia,1089,Youth Representative,,
old,NGO_1090,Civil Society,Non-governmental Organization,Other,,,1,,SOM,Somalia,1090,Women's Representative,,
old,ARM_1091,Armed Organization,,,,,,,HRV,Croatia,1091,Croatian Defence Council,HVO,Hrvatsko vijece obrane
old,UMB_1092,Umbrella,,,,,,,AFG,Afghanistan,1092,Islamic Movement of Afghanistan,,
old,UMB_1093,Umbrella,,,,,,,AFG,Afghanistan,1093,Tajik,,
old,UMB_1094,Umbrella,,,,,,,AFG,Afghanistan,1094,Peshawar Group,APUNA,Assembly for Peace and National Unity of Afghanistan
old,NGO_1095,Civil Society,Non-governmental Organization,Other,,,1,,AFG,Afghanistan,1095,Rome Group,,
old,ARM_1096,Armed Organization,,,,,,,PSE,Palestine,1096,Popular Front for the Liberation of Palestine,PFLP,
old,ARM_1097,Armed Organization,,,,,,,PSE,Palestine,1097,Democratic Front for the Liberation of Palestine,DFLP,
old,ARM_1098,Armed Organization,,,,,,,PSE,Palestine,1098,Palestinian Islamic Jihad Movement,PJI,Harakat al-Jihad al-Islami al-Filastini | Palestinian Islamic Jihad | Islamic Jihad | Islamic Holy War
old,ENT_1099,Entity,,,,,,,IND,India,1099,Nagaland,,
old,OTH_1100,Umbrella,,,,,,,IND,India,1100,Forum for Naga Reconciliation,,
old,ARM_1101,Armed Organization,,,,,,,PAK,Pakistan,1101,Tehreek-e-Taliban Pakistan,TTP,
old,ENT_1102,Entity,,,,,,,SOM,Somalia,1102,South West State,,South-West State of Somalia
old,ENT_1103,Entity,,,,,,,SOM,Somalia,1103,Hirshabelle,,
old,ENT_1104,Entity,,,,,,,SOM,Somalia,1104,Banaadir,,
old,ARM_1105,Armed Organization,,,,,,,THA,Thailand,1105,Patani Malay National Revolutionary Front,BRN,
old,ARM_1106,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1106,Alliance of Patriots for a Free and Sovereign Congo,APCLS,
old,ARM_1107,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1107,Collective of Movements for Change/Self-Defense Force of Congolese People,CMC-FDP,CMC/FDP | CMCFDP
old,ARM_1108,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1108,NDC-R/Guidon,NDC-R,Nduma Defense of Renewed Congo/Guidon
old,ARM_1109,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1109,Alliance of Congolese Nationalists for the Defense of Human Rights,ANCDH/AFDP,Alliance des nationalistes congolais pour la d�fense des droits humains
old,OTH_1110,Civil Society,Communities and tribes,,,,1,,LBY,Libya,1110,Arab people of Murzuq,,
old,OTH_1111,Civil Society,Communities and tribes,,,,1,,LBY,Libya,1111,Tebu people of Murzuq,,
old,ARM_1113,Armed Organization,,,,,,,SDN,Sudan,1113,Sudanese Armed Forces,SAF,
old,ARM_1114,Armed Organization,,,,,,,SDN,Sudan,1114,Rapid Support Forces,RSF,
old,POL_1115,Political Party,,,,,,,SSD,South Sudan,1115,People's Democratic Movement,PDM,
old,POL_1116,Political Party,,,,,,,SSD,South Sudan,1116,United Democratic Party,UDP,
old,NGO_1117,Civil Society,Non-governmental Organization,Other,,,1,,SSD,South Sudan,1117,Academia Representative,,
old,IGO_1118,Intergovernmental Organization,,,,1,,,,,1118,East African Community Regional Force,EACRF,
old,POL_1119,Political Party,,,,,,,IND,India,1119,Nationalist Socialist Council of Nagalim/Government of the People's Republic of Nagalim,NSCN/GPRN,
old,OTH_1120,Other,,,,,1,,IND,India,1120,Working Committee of National Naga Political Groups,NNPG,
old,NGO_1121,Civil Society,Non-governmental Organization,Other,,,1,,IND,India,1121,Naga Civil Society Organisation,,
old,NGO_1122,Civil Society,Religious,,,,1,,IND,India,1122,Church Forums (Nagaland),,
old,NGO_1123,Civil Society,Communities and tribes,,,,1,,NER,Niger,1123,Zarma Community,,
old,NGO_1124,Civil Society,Communities and tribes,,,,1,,NER,Niger,1124,Fulani Community,,
old,NGO_1125,Civil Society,Communities and tribes,,,,1,,NER,Niger,1125,Arab Community,,
old,NGO_1126,Civil Society,Communities and tribes,,,,1,,NER,Niger,1126,Tuareg Community,,
old,NGO_1127,Civil Society,Religious,,,,1,,NER,Niger,1127,Religious Leader,,
old,ENT_1128,Entity,,,,,,,NER,Niger,1128,Tondikiwindi,,
old,ENT_1129,Entity,,,,,,,NER,Niger,1129,Simiri,,
old,ENT_1130,Entity,,,,,,,NER,Niger,1130,Dingazi,,
old,ENT_1131,Entity,,,,,,,NER,Niger,1131,Ouallam,,
old,ARM_1132,Armed Organization,,,,,,,ETH,Ethiopia,1132,Oromo Liberation Front,OLF,Adda Bilisummaa Oromoo/ABO | Adda Bilisummaa Oromoo | ABO
old,ENT_1133,Entity,,,,,,,ETH,Ethiopia,1133,Oromia region,,
old,NGO_1134,Civil Society,Communities and tribes,,,,1,,PAK,Pakistan,1134,Kurram Shia Tribes,,
old,NGO_1135,Civil Society,Communities and tribes,,,,1,,PAK,Pakistan,1135,Kurram 'Takfiri' Tribes,,
old,OTH_1136,Civil Society,Communities and tribes,,,,1,,PAK,Pakistan,1136,Local tribal council,,Jirga-e-Qaumi
old,IGO_1137,Intergovernmental Organization,,,1,,,UN Mission,,,1137,UNVIC,,United Nations Verification Mission in Colombia
old,MIL_1138,Military,,,,,,,COL,Colombia,1138,Armed Forces of Colombia,,
new,IGO_1139,Intergovernmental Organization,,,,1,,,,,1139,South Asian Association for Regional Cooperation,SAARC,
new,GOV_1140,Government/state,,,,,1,,COL,Colombia,1140,Medellín,,
new,GOV_1141,Government/state,,,,,1,,COL,Colombia,1141,Antioquia,,
new,NGO_1142,Civil Society,Non-governmental Organization,Other,,,1,,COL,Colombia,1142,Civil Society,,
new,OTH_1143,Other,,,,,1,,COL,Colombia,1143,National Peace Committee,,
new,ARM_1144,Armed Organization,,,,,,,COG,"Congo, Republic of the",1144,Ninjas,,Ninjas Militia
new,ARM_1145,Armed Organization,,,,,,,COG,"Congo, Republic of the",1145,Cobras,,Cobras Militia
new,MIL_1146,Military,,,,,,,COG,"Congo, Republic of the",1146,Armed Forces of the Republic of the Congo,FAC,Military Forces of the Republic of Congo | Forces armées de la République du Congo | Forces armées congolaises 
new,ARM_1147,Armed Organization,,,,,,,COG,"Congo, Republic of the",1147,National Movement for the Liberation of Congo,MNLC,
new,ARM_1148,Armed Organization,,,,,,,COG,"Congo, Republic of the",1148,New National Movement for the Liberation of Congo,MNLCR,
new,ARM_1149,Armed Organization,,,,,,,COG,"Congo, Republic of the",1149,Bana Dol,,
new,ARM_1150,Armed Organization,,,,,,,COG,"Congo, Republic of the",1150,Résistance Sud Sud,,
new,OTH_1151,Other,,,,,1,,COG,"Congo, Republic of the",1151,Monitoring Commission of the Douala Appeal ,,
new,OTH_1152,Other,,,,,,,LIB,,1152,Gaddafi International Foundation for Charitable Associations,GIFCA,
new,OTH_1153,Other,,,1,,,,,,1153,High Representative for Bosnia and Herzegovina,,
new,OTH_1154,Other,,,1,,,,BIH,Bosnia and Herzegovina,1154,International Police Task Force,IPTF,
new,OTH_1155,Other,,,,,1,,PNG,Papua New Guinea,1155,Peace Monitoring Group,,
new,OTH_1156,Other,,,,,1,,PNG,Papua New Guinea,1156,Leitana Council of Elders,,
new,NGO_1157,Civil Society,Religious,,,,1,,IDN,Indonesia,1157,Christian delegates,,
new,NGO_1158,Civil Society,Religious,,,,1,,IDN,Indonesia,1158,Muslim delegates,,
new,MIL_1159,Military,,,,,,,IDN,Indonesia,1159,Sulawesi Military Command,,
new,ENT_1160,Entity,,,,,,,COM,Comoros,1160,Ngazidja,,
new,ENT_1161,Entity,,,,,,,COM,Comoros,1161,Mwali,,Mohéli
new,UMB_1162,Umbrella,,,,,,,PHL,Philippines,1162,Rebolusyonaryong Alyansang Makabansa/Soldiers of the Filipino People/Young Officers' Union,RAM-SFP-You,
new,ENT_1163,Entity,,,,,,,PHL,Philippines,1163,Maguindanao ,,
new,NGO_1164,Civil Society,Unions,,,,1,,MDG,Madagascar,1164,Trade Unions,,
new,POL_1165,Political Party,,,,,,,MDG,Madagascar,1165,Political Parties,,
new,NGO_1166,Civil Society,Non-governmental Organization,Youth,,,1,,MDG,Madagascar,1166,Youth Representative,,
new,NGO_1167,Civil Society,Non-governmental Organization,Women,,,1,,MDG,Madagascar,1167,Women's Representative,,
new,ARM_1168,Armed Organization,,,,,,,MDG,Madagascar,1168,Didier Ratsiraka and supporters,,
new,ARM_1169,Armed Organization,,,,,,,MDG,Madagascar,1169,Marc Ravalomanana and supporters,,
new,ARM_1170,Armed Organization,,,,,,,MDG,Madagascar,1170,Albert Zafy and supporters,,
new,OTH_1171,Armed Organization,,,,,,,MDG,Madagascar,1171,Andry Rajoelina and supporters,,
new,CON_1172,Country/State,,,,,,, ,Holy See,1172,Holy See,,Vatican City | Pope
new,ENT_1173,Entity,,,,,,,AZE,Azerbaijan,1173,Nagorno-Karabakh,,Artsakh |  Republic of Artsakh | Republic of Nagorno-Karabakh
new,ENT_1174,Entity,,,,,,,,,1174,Krajina,,
new,OTH_1175,Other,,,1,,,,,,1175,Euro-Burma Office,EBO,
new,OTH_1176,Other,,,,,1,,MMR,Myanmar (Burma),1176,Peace-Talk Creation Group,PCG,
new,ARM_1177,Armed Organization,,,,,,,PHL,Philippines,1177,Revolutionary Workers Party – Mindanao,RWP-M,Rebolusyonaryong Partido ng Manggagawa ng Mindanao
new,NGO_1178,Civil Society,Non-governmental Organization,Other,,,1,,PHL,Philippines,1178,Balay Mindanaw Foundation Inc.,,
new,POL_1179,Political Party,,,,,,,COM,Comoros,1179,National Front for Justice ,FNJ,
new,NGO_1180,Civil Society,Religious,,,,1,,MOZ,Mozambique,1180,Muslim Community Leader,,
new,POL_1181,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1181,Serbian Democratic Party,,
new,NGO_1182,Civil Society,Non-governmental Organization,Other,,,1,,COL,Colombia,1182,Caucanos for Peace,,
new,GOV_1183,Government/state,,,,,1,,NGA,Nigeria,1183,Jema'a LGA,,Jema'a
new,GOV_1184,Government/state,,,,,1,,NGA,Nigeria,1184,Kachia LGA,,Kachia
new,GOV_1185,Government/state,,,,,1,,NGA,Nigeria,1185,Kaura LGA,,Kaura
new,GOV_1186,Government/state,,,,,1,,NGA,Nigeria,1186,Sanga LGA,,Sanga
new,GOV_1187,Government/state,,,,,1,,NGA,Nigeria,1187,Zangon-Kataf LGA,,Zangon-Kataf
new,UMB_1188,Umbrella,,,1,,,,,,1188,Political Directorate,,
new,OTH_1189,Other,,,,,1,,PNG,Papua New Guinea,1189,Individual,,
new,MIL_1190,Military,,,,,,,AZE,Azerbaijan,1190,Army of Azerbaijan,,
new,IGO_1191,Intergovernmental Organization,,,,,,UN Mission,,,1191,BINUCA,BINUCA,United Nations Integrated Peacebuilding Office in the Central African Republic
new,AMR_1192,Armed Organization,,,,,,,COL,Colombia,1192,Guerrilla Groups,,
new,NGO_1193,Civil Society,Communities and tribes,,,,1,,COL,Colombia,1193,Indigenous peoples representatives,,
new,ARM_1194,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1194,Cobra Matata,,
new,UMB_1195,Umbrella,,,,,,,IND,India,1195,United People's Front,UPF,
new,UMB_1196,Umbrella,,,,,,,NPL,Nepal,1196,Seven Party Alliance,,
new,POL_1197,Political Party,,,,,,,MDG,Madagascar,1197,Party of the Independence Congress of Madagascar,AKFM,Parti du Congrès de l'indépendence de Madagascar | Antokon'ny Kongresin'ny Fahaleovantenan'i Madagasikara
new,POL_1198,Political Party,,,,,,,MDG,Madagascar,1198,LEADER-Fanilo,,Economic Liberalism and Democratic Action for National Recovery | Libéralisme Économique et Action Démocratique pour la Reconstruction Nationale
new,POL_1199,Political Party,,,,,,,MDG,Madagascar,1199,Malagasy Tonga Saina,MTS,
new,NGO_1200,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1200,Acces Zon'olombelona,,
new,POL_1201,Political Party,,,,,,,MDG,Madagascar,1201,Congress Party for Malagasy Independence – Renewal,AKFM-Fanavoazana ,
new,POL_1202,Political Party,,,,,,,MDG,Madagascar,1202,Antoko Miombona Ezaka ,AME,
new,OTH_1203,Other,,,,,,,MDG,Madagascar,1203,Télévision Malagasy,TVM,
new,POL_1204,Political Party,,,,,,,MDG,Madagascar,1204,Asa Vita no Ifampitsarana,AVI,
new,NGO_1205,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1205,Colectif des Citoyens et des Organisations Citoyennes,CCOC,
new,NGO_1206,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1206,Club Developpement et Ethique ,CDE,
new,OTH_1207,Other ,,,,,,,MDG,Madagascar,1207,Congres Malgache de la Route et des Transports ,CMRT,
new,NGO_1208,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1208,Consortium National pour la participation Citoyenne,CNPC,
new,POL_1209,Political Party,,,,,,,MDG,Madagascar,1209,MAVANA/Forces pour le Changement,MAVANA,
new,POL_1210,Political Party,,,,,,,MDG,Madagascar,1210,MONIMA/Forces pour le Changement,MONIMA,
new,POL_1211,Political Party,,,,,,,MDG,Madagascar,1211,Parti du Congres de l'Independance de Madagascar,AKFM,
new,POL_1212,Political Party,,,,,,,MDG,Madagascar,1212,Parti FANARENANA,,
new,POL_1213,Political Party,,,,,,,MDG,Madagascar,1213,Malagasy Tonga Saina,MTS,
new,POL_1214,Political Party,,,,,,,MDG,Madagascar,1214,Parti fort Democratique de Madagascar,PFDM,
new,NGO_1215,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1215,Plateforme Nationale des Organisations de la Société Civile de Madagascar,PFNOSCM,
new,POL_1216,Political Party,,,,,,,MDG,Madagascar,1216,Democratic Party for Union in Madagascar ,PSDUM,
new,POL_1217,Political Party,,,,,,,MDG,Madagascar,1217,Renewal of the Social Democratic Party,RPSD,
new,POL_1218,Political Party,,,,,,,MDG,Madagascar,1218,Rassemblement des démocrates musulmans de Madagascar Renouveau,RDMMR,
new,IGO_1219,Intergovernmental organisation,,,,,,,MDG,Madagascar,1219,Reseau des femmes Africaines Ministres et Parlementaires section Madagascar,REFAMP,
new,NGO_1220,Civil Society,Non-governmental Organization,Women,,,1,,MDG,Madagascar,1220,Réseau pour l’éradication de la violence ,REV ,
new,POL_1221,Political Party,,,,,,,MDG,Madagascar,1221,Solidarité des Fédéralistes de Madagascar,sofema,
new,POL_1222,Political Party,,,,,,,MDG,Madagascar,1222,Droits Humains et Démocratie,DHD,
new,POL_1223,Political Party,,,,,,,MDG,Madagascar,1223,Forces pour le Changement,,
new,NGO_1224,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1224,Fédération Minière de Madagasca,FEDMINES/EMIR,
new,POL_1225,Political Party,,,,,,,MDG,Madagascar,1225,Femmes legalistes de la mouvance Ravalomanana,,
new,NGO_1226,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1226,Groupement des Entités de la Société Civile pour la défense de la démocratie et des valeurs républicaines,GESCI,
new,POL_1227,Political Party,,,,,,,MDG,Madagascar,1227,Groupement Liberal de Madagascar,GLM,
new,NGO_1228,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1228,KMF/CNOE-Education des citoyens,,
new,POL_1229,Political Party,,,,,,,MDG,Madagascar,1229,Malagsy Miara-Mandroso Aron'ny Demokrasia,MAMIMAD,
new,NGO_1230,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1230,MAMPAFI/Malagsy mpandala Fihavanana,MAMPAFI,
new,POL_1231,Political Party,,,,,,,MDG,Madagascar,1231,Komity Miaro ny Demokrasia,KMD,
new,NGO_1232,Civil Society,Non-governmental Organization,Women,1,,,,,,1232,Forum for African Women Educationalists,FAWE,
new,NGP_1233,Civil Society,Non-governmental Organization,Women,,,1,,MDG,Madagascar,1233,SOS Aux Victimes de Non Droit,,
new,NGO_1234,Civil Society,Unions,,,,1,,MDG,Madagascar,1234,Syndicat des fonctionnaires,,
new,POL_1235,Political Party,,,,,,,MDG,Madagascar,1235,Vonjy Iray Tsy Mivaky,VITM,
new,NGO_1236,Civil Society,Non-governmental Organization,Women,,,1,,MDG,Madagascar,1236,Vondrona Miralenta ho an'ny fampandrosoana,VMLF,
new,NGO_1237,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1237,Acces Zon'olombelona,,
new,NGO_1238,Civil Society,Non-governmental Organization,Youth,,,1,,MDG,Madagascar,1238,Jeune Patronat de Madagascar,,
new,NGO_1239,Civil Society,Non-governmental Organization,Youth,,,1,,MDG,Madagascar,1239,Plateforme Nationale des Jeunes pour les Developpement,,
new,NGO_1240,Civil Society,Unions,,,,1,,MDG,Madagascar,1240,Conference des Travailleurs de Madagascar,CTM,
new,NGO_1241,Civil Society,Unions,,,,1,,MDG,Madagascar,1241,Sendika Revolisakonera Malagasy,SEREMA,
new,NGO_1242,Civil Society,Unions,,,,1,,MDG,Madagascar,1242,Fédération des Syndicats de Travailleurs de Madagascar,FISEMARE,
new,NGO_1243,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1243,Groupements des Entreprises de Madagascar,GEM,
new,NGO_1244,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1244,Fivondronan’ny Mpandraharaha Malagasy,FIV.MPA.MA,
new,NGO_1245,Civil Society,Non-governmental Organization,Other,,,1,,MDG,Madagascar,1245,Federation de Hoteliers et Restaurateurs de Madagascar,FHORM,
new,OTH_1246,Other ,,,,,,,MDG,Madagascar,1246,Malagasy Political Stakeholders,,
new,ENT_1247,Entity,,,,,,,MMR,Myanmar (Burma),1247,Chin State,,
new,POL_1248,Political Party,,,,,,,COL,Colombia,1248,Sí Colombia,,
new,POL_1249,Political Party,,,,,,,COL,Colombia,1249,Colombian Liberal Party,PLC,Partido Liberal Colombiano
new,ARM_1250,Armed Organization,,,,,,,MLI,Mali,1250,Democratic Alliance of 23rd May for Change,ADC,
new,NGO_1251,Civil Society,Communities and tribes,,,,1,,PAK,Pakistan,1251,Elders of North Waziristan of Utmanzai,,
new,OTH_1252,Other ,,,,,,,COL,Colombia,1252,Other,,
new,OTH_1253,Other ,,,,,,,COL,Colombia,1253,Constituent Assembly of Colombia,,
new,NGO_1254,Civil Society,Non-governmental Organization,Other,,,1,,COL,Colombia,1254,FENALCO National Merchants/Traders federation,,
new,POL_1255,Political Party,,,,,,,MOZ,Mozambique,1255,FRELIMO,,
new,NGO_1256,Civil Society,Religious,,,1,,,MOZ,Mozambique,1256,Anglican Church of Southern Africa,,
new,NGO_1257,Civil Society,Religious,,1,,,,MOZ,Mozambique,1257,United Methodist Church,,
new,OTH_1258,Other ,,,,,,,,,1258,Independent,,
new,NGO_1259,Civil Society,Unions,,,,1,,SDN,Sudan,1259,Trade Union and Professional Associations Representatives,,
new,OTH_1260,Other ,,,,,,,,,1260,Joint Peacekeeping Force,JPKF,
new,MIL_1261,Military,,,,,,,PAK,Pakistan,1261,Pakistani Army,,
new,NGO_1262,Civil Society,Religious,,,,,,SSD,South Sudan,1262,Faith Based Leader,,
new,NGO_1263,Civil Society,Non-governmental Organization,Women,,,,,SSD,South Sudan,1263,Women Coalition,,
new,NGO_1264,Civil Society,Non-governmental Organization,Other,,,,,SSD,South Sudan,1264,Eminent Personalities,,
new,NGO_1265,Civil Society,Non-governmental Organization,Other,,,,,SSD,South Sudan,1265,Academia Representative,,
new,NGO_1266,Civil Society,Non-governmental Organization,Other,,,,,SSD,South Sudan,1266,Business Community Representatives,,
new,OTH_1267,Other,,,,,,,PHL,Philippines,1267,MILF Peace Panel,,
new,ENT_1268,Entity,,,,,,,PHL,Philippines,1268,Autonomous Region in Muslim Mindanao,ARMM,
new,OTH_1269,Other,,,,,,,PHL,Philippines,1269,National Security Council,NSC,
new,NGO_1270,Civil Society,Non-governmental Organization,Other,,,,,,,1270,Doctors Without Borders,MSF,Médecins Sans Frontières
new,OTH_1271,Other,,,,,,,,,1271,Standing Committee of the Horn,,
new,OTH_1272,Civil Society,Religious,,,,,,,,1272,Episcopalian Conference of Germany and Colombia,,
new,NGO_1273,Civil Society,Communities and tribes,,,,,,COL,Colombia,1273,Peasant workers and farmworkers (South of Bolivar),,
new,OTH_1274,Other,,,1,,,,GEO,Georgia,1274,Joint Peacekeeping Force (JPKF),JPKF,
new,OTH_1275,Civil Society,Communities and tribes,,,,,,SRB,Serbia,1275,"Albanian ethnic community (Presevo, Bujanovac and Medvedja)",,
new,OTH_1276,Other,,,,,,,COL,Colombia,1276,Exploratory Commission for Peace,,
new,OTH_1277,Other,,,,,,,SDN,Sudan,1277,Darfur Movements,,
new,ARM_1278,Armed Organization,,,,,,,SSD,South Sudan,1278,National Defense Forces of South Sudan,NDFSS,
new,COA_1279,State Coalition,,,1,,,,,,1279,IGAD Partners Forum,IPF,
new,ENT_1280,Entity,,,,,,,PHL,Philippines,1280,"Lone District, Ifugao",,
new,ENT_1281,Entity,,,,,,,PHL,Philippines,1281,Apayao Province,,
new,NGO_1282,Civil Society,Non-governmental Organization,Other,,,,,BHR,Bahrain,1282,Bahrain Chamber of Commerce and Industry,,
new,IGO_1283,Intergovernmental Organization,,,,,,,CAR,,1283,Mission for the Consolidation of Peace in Central African Republic,MICOPAX,
new,POL_1284,Political Party,,,,,,,MMR,Myanmar (Burma),1284,Arakan National Council,ANC,
new,POL_1285,Political Party,,,,,,,MMR,Myanmar (Burma),1285,Palaung State Liberation Front,PSLF,
new,POL_1286,Political Party,,,,,,,MMR,Myanmar (Burma),1286,Wa National Organisation,WNA,
new,UMB_1287,Umbrella,,,,,,,MMR,Myanmar (Burma),1287,United Nationalities Federal Council,UNFC,
new,OTH_1288,Other,,,,,,,CAF,Central African Republic,1288,Citizen Alternative for Democracy and Peace,ACDP,Alternative Citoyenne pour la Démocratie et la Paix
new,UMB_1289,Umbrella,,,,,,,CAF,Central African Republic,1289,Group of Republican Political Parties – Labor and Legalists,GPP – RTL,Groupement des Partis Politiques/Républicains Travaillistes Légalistes
new,UMB_1290,Umbrella,,,,,,,CAF,Central African Republic,1290,Union of Political Parties for National Reconstruction,UPPRN,Union des Partis Politiques pour la Reconstruction Nationale
new,NGO_1291,Civil Society,Non-governmental Organization,Youth,,,,,CAF,Central African Republic,1291,National Youth Council,CNJ,Conseil National de la Jeunesse
new,OTH_1292,Other,,,,,,,CAF,Central African Republic,1292,High Council for Communication,HCC,Haut Conseil de la Communication
new,NGO_1293,Civil Society,Unions,,,,,,CAF,Central African Republic,1293,Workers' Unions,,Syndicats des Travailleurs
new,NGO_1294,Civil Society,Non-governmental Organization,Other,,,1,,CAF,Central African Republic,1294,National Confederation of Farmers and Breeders,,Conféderation Nationale des Agriculteurs et éleveurs
new,NGO_1295,Civil Society,Non-governmental Organization,Other,,,1,,CAF,Central African Republic,1295,Inter-NGO Council in the Central African Republic,,Conseil Inter-ONG en Centrafrique
new,NGO_1296,Civil Society,Non-governmental Organization,Other,,,,,CAF,Central African Republic,1296,Internally Displaced Persons,,Déplacés Internes
new,NGO_1297,Civil Society,Non-governmental Organization,Other,,,,,CAF,Central African Republic,1297,Communities at Risk,,Communautés à Risques
new,NGO_1298,Civil Society,Non-governmental Organization,Other,,,,,CAF,Central African Republic,1298,Collective of the Central African Diaspora,CDC,Collectif de la Diaspora Centrafricaine
new,UMB_1299,Umbrella,,,,,,,MLI,Mali,1299,Permanent Strategic Framework,CSP,
new,OTH_1300,Other,,,,,,,SSD,South Sudan,1300,National Security Service,NSS,
new,GOV_1301,Government/state,,,,,,,IND,India,1301,Karbi Anglong Autonomous Council,KAAC,
new,ARM_1302,Armed Organization,,,,,,,SDN,Sudan,1302,Gathering of Sudan Liberation Forces,GSLF,
new,NGO_1303,Civil Society,Non-governmental Organization,Youth,,,,,COD,"Congo, Democratic Republic of the",1303,Youth Representative,,
new,OTH_1304,Other,,,,,,,SDN,Sudan,1304,Sudan Liberation Movement - Transitional Council,SLM-TC,
new,UMB_1305,Umbrella,,,,,,,SSD,South Sudan,1305,Umbrella of Political Parties,,
new,UMB_1306,Umbrella,,,,,,,CAF,Central African Republic,1306,Armed Groups in the DORR process,,
new,ENT_1307,Entity,,,,,,,SDN,Sudan,1307,Darfur,,
new,OTH_1308,Other,,,,,,,SDN,Sudan,1308,Leading personalities of the Darfur Movements,,
new,OTH_1309,Other,,,,,,,SDN,Sudan,1309,Darfur Stakeholders,,
new,OTH_1310,Other,,,1,,,,,,1310,Unified Task Force,UNITAF,
new,NGO_1311,Civil Society,Non-governmental Organization,Youth,,,,,DZA,Algeria,1311,Youth Groups,,
new,NGO_1312,Civil Society,Unions,,,,,,DZA,Algeria,1312,Unions,,
new,MIL_1313,Military,,,,,,,IDN,Indonesia,1313,Wirabuana Military Command,,
new,NGO_1314,Civil Society,Communities and tribes,,,,,,PAK,Pakistan,1314,Mehsud Tribe,,
new,OTH_1315,Other,,,,,,,SDN,Sudan,1315,Darfur Stakeholders,,
new,OTH_1316,Other,,,,,,,MMR,Myanmar (Burma),1316,Peace Facilitators,,
new,ARM_1317,Armed Organization,,,,,,,THA,Thailand,1317,National Revolutionary Front,BRN,Barisan Revolusi Nasional
new,COA_1318,State Coalition,,,1,,,,,,1318,Friends of Sudan,,
new,OTH_1319,Other,,,,,,,MMR,Myanmar (Burma),1319,Stakeholders,,
new,NGO_1320,Civil Society,Non-governmental Organization,Other,,,1,,SOM,Somalia,1320,Civil Society,,
new,ARM_1321,Armed Organization,,,,,,,LBY,Libya,1321,Armed Groups,,
new,NGO_1322,Civil Society,Communities and tribes,,,,,,SSD,South Sudan,1322,Traditional Authority,,
